Period,fin_year,Sell-to Customer Code,ItemNo,Description,Month,MM-YY,Month_Name,Posting Date,Location Name,Item Class,Target Group,Marketing_Terminology,Quantity,AmountLc,ItemTn
1,'15-16,CID1282,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,10/7/2015,Kolhapur,PIPES,TAPI,AP ISI,1010,7.313729,8.14868
1,'15-16,CID0101,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,11/7/2015,Chennai,PIPES,TAPI,AP ISI,100,0.828664,0.8068
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,11/7/2015,Chennai,PIPES,TAPI,AP ISI,50,0.409982,0.4034
1,'15-16,CID0683,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,11/7/2015,Kolhapur,PIPES,TAPI,AP ISI,100,0.724131,0.8068
1,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,11/7/2015,Chennai,PIPES,TAPI,AP ISI,50,0.37627,0.4034
1,'15-16,CID1284,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,11/7/2015,Chennai,PIPES,TAPI,AP ISI,25,0.188135,0.2017
1,'15-16,CID1129,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,13-07-2015,Kolhapur,PIPES,TAPI,AP ISI,50,0.362065,0.4034
1,'15-16,CID1337,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,13-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.75254,0.8068
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,14-07-2015,Chennai,PIPES,TAPI,AP ISI,163,1.336542,1.315084
1,'15-16,CID1388,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,14-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.75254,0.8068
1,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,15-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.37627,0.4034
1,'15-16,CID0038,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,15-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.374979,0.4034
1,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,15-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.75254,0.8068
1,'15-16,CID0562,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,15-07-2015,Chennai,PIPES,TAPI,AP ISI,200,1.60513,1.6136
1,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,15-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.756393,0.8068
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,16-07-2015,Chennai,PIPES,TAPI,AP ISI,125,1.024956,1.0085
1,'15-16,CID0690,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,16-07-2015,Chennai,PIPES,TAPI,AP ISI,200,1.510562,1.6136
1,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,16-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.75254,0.8068
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,16-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.787166,0.8068
1,'15-16,CID0206,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,17-07-2015,Chennai,PIPES,TAPI,AP ISI,25,0.207166,0.2017
1,'15-16,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,17-07-2015,Chennai,PIPES,TAPI,AP ISI,200,1.494989,1.6136
1,'15-16,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,17-07-2015,Hubli,PIPES,TAPI,AP ISI,100,0.767658,0.8068
1,'15-16,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,18-07-2015,Hubli,PIPES,TAPI,AP ISI,150,1.151487,1.2102
1,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,18-07-2015,Chennai,PIPES,TAPI,AP ISI,300,2.257622,2.4204
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,18-07-2015,Chennai,PIPES,TAPI,AP ISI,137,1.123352,1.105316
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,20-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.819965,0.8068
1,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,20-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.37627,0.4034
1,'15-16,CID1284,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,20-07-2015,Chennai,PIPES,TAPI,AP ISI,20,0.150508,0.16136
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,21-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.409982,0.4034
1,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,21-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.75254,0.8068
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,21-07-2015,Chennai,PIPES,TAPI,AP ISI,150,1.229947,1.2102
1,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,22-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.378196,0.4034
1,'15-16,CID0101,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,23-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.414332,0.4034
1,'15-16,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,23-07-2015,Chennai,PIPES,TAPI,AP ISI,86,0.647185,0.693848
1,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,24-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.75254,0.8068
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,24-07-2015,Chennai,PIPES,TAPI,AP ISI,250,2.049912,2.017
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,25-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795371,0.8068
1,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,25-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
1,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,25-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.752539,0.8068
1,'15-16,CID1282,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,25-07-2015,Kolhapur,PIPES,TAPI,AP ISI,300,2.172389,2.4204
1,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,27-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.397685,0.4034
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,27-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795371,0.8068
1,'15-16,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,27-07-2015,Hubli,PIPES,TAPI,AP ISI,30,0.223388,0.24204
1,'15-16,CID1257,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,28-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.377639,0.4034
1,'15-16,CID1388,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,28-07-2015,Chennai,PIPES,TAPI,AP ISI,150,1.094947,1.2102
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,29-07-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795371,0.8068
1,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,29-07-2015,Chennai,PIPES,TAPI,AP ISI,300,2.189895,2.4204
1,'15-16,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,30-07-2015,Hubli,PIPES,TAPI,AP ISI,30,0.223388,0.24204
1,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,31-07-2015,Chennai,PIPES,TAPI,AP ISI,50,0.397685,0.4034
1,'15-16,CID0241,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,31-07-2015,Hubli,PIPES,TAPI,AP ISI,150,1.116944,1.2102
1,'15-16,CID1210,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,31-07-2015,Hubli,PIPES,TAPI,AP ISI,100,0.744629,0.8068
1,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,4,15-Jul,Jul,31-07-2015,Chennai,PIPES,TAPI,AP ISI,200,1.45993,1.6136
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,3/8/2015,Chennai,PIPES,TAPI,AP ISI,160,1.167944,1.29088
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,3/8/2015,Chennai,PIPES,TAPI,AP ISI,50,0.397685,0.4034
2,'15-16,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,3/8/2015,Chennai,PIPES,TAPI,AP ISI,100,0.755279,0.8068
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,4/8/2015,Chennai,PIPES,TAPI,AP ISI,100,0.795371,0.8068
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,5/8/2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
2,'15-16,CID0683,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,6/8/2015,Hubli,PIPES,TAPI,AP ISI,95,0.707398,0.76646
2,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,6/8/2015,Chennai,PIPES,TAPI,AP ISI,125,0.917125,1.0085
2,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,6/8/2015,Chennai,PIPES,TAPI,AP ISI,200,1.45993,1.6136
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,7/8/2015,Chennai,PIPES,TAPI,AP ISI,125,0.994213,1.0085
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,7/8/2015,Chennai,PIPES,TAPI,AP ISI,200,1.590742,1.6136
2,'15-16,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,8/8/2015,Chennai,PIPES,TAPI,AP ISI,60,0.453167,0.48408
2,'15-16,CID1098,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,8/8/2015,Chennai,PIPES,TAPI,AP ISI,150,1.10055,1.2102
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,10/8/2015,Chennai,PIPES,TAPI,AP ISI,175,1.391899,1.4119
2,'15-16,CID0241,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,11/8/2015,Hubli,PIPES,TAPI,AP ISI,100,0.76766,0.8068
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,11/8/2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,12/8/2015,Chennai,PIPES,TAPI,AP ISI,50,0.397685,0.4034
2,'15-16,CID0736,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,12/8/2015,Hubli,PIPES,TAPI,AP ISI,125,0.930786,1.0085
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,12/8/2015,Chennai,PIPES,TAPI,AP ISI,300,2.189895,2.4204
2,'15-16,CID1388,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,12/8/2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
2,'15-16,CID0101,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,13-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.803805,0.8068
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,13-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.094947,1.2102
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,14-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.193056,1.2102
2,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,14-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.36685,0.4034
2,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,14-08-2015,Chennai,PIPES,TAPI,AP ISI,246,1.795714,1.984728
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,17-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.397685,0.4034
2,'15-16,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,17-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.377639,0.4034
2,'15-16,CID1410,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,17-08-2015,Chennai,PIPES,TAPI,AP ISI,60,0.437979,0.48408
2,'15-16,CID0738,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,17-08-2015,Hubli,PIPES,TAPI,AP ISI,300,2.30298,2.4204
2,'15-16,CID0038,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,18-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.363728,0.4034
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,18-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
2,'15-16,CID1129,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,18-08-2015,Hubli,PIPES,TAPI,AP ISI,150,1.15149,1.2102
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,19-08-2015,Chennai,PIPES,TAPI,AP ISI,30,0.218989,0.24204
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,19-08-2015,Chennai,PIPES,TAPI,AP ISI,175,1.391899,1.4119
2,'15-16,CID1238,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,19-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.755279,0.8068
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,20-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.094947,1.2102
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,21-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,21-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.193056,1.2102
2,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,22-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.36685,0.4034
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,22-08-2015,Chennai,PIPES,TAPI,AP ISI,125,0.994213,1.0085
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,22-08-2015,Chennai,PIPES,TAPI,AP ISI,70,0.556759,0.56476
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,22-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.364982,0.4034
2,'15-16,CID1142,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,24-08-2015,Kolhapur,PIPES,TAPI,AP ISI,100,0.742155,0.8068
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,25-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795371,0.8068
2,'15-16,CID0562,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,25-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.167736,1.2102
2,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,25-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.729965,0.8068
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,27-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.193056,1.2102
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,27-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.364982,0.4034
2,'15-16,CID1260,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,27-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.397685,0.4034
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,28-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795371,0.8068
2,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,28-08-2015,Chennai,PIPES,TAPI,AP ISI,200,1.590742,1.6136
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,28-08-2015,Chennai,PIPES,TAPI,AP ISI,120,0.857899,0.96816
2,'15-16,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,28-08-2015,Hubli,PIPES,TAPI,AP ISI,100,0.76766,0.8068
2,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,29-08-2015,Chennai,PIPES,TAPI,AP ISI,50,0.357458,0.4034
2,'15-16,CID1326,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,29-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.072374,1.2102
2,'15-16,CID1337,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,29-08-2015,Chennai,PIPES,TAPI,AP ISI,280,2.001765,2.25904
2,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,31-08-2015,Chennai,PIPES,TAPI,AP ISI,200,1.590742,1.6136
2,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,31-08-2015,Chennai,PIPES,TAPI,AP ISI,150,1.072374,1.2102
2,'15-16,CID0749,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,31-08-2015,Hubli,PIPES,TAPI,AP ISI,450,3.45447,3.6306
2,'15-16,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,31-08-2015,Chennai,PIPES,TAPI,AP ISI,100,0.755279,0.8068
2,'15-16,CID1282,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,5,15-Aug,Aug,31-08-2015,Hubli,PIPES,TAPI,AP ISI,325,2.494895,2.6221
3,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,4/9/2015,Chennai,PIPES,TAPI,AP ISI,150,1.193162,1.2102
3,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,4/9/2015,Chennai,PIPES,TAPI,AP ISI,50,0.36689,0.4034
3,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,4/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.730036,0.8068
3,'15-16,CID1099,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,5/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.755362,0.8068
3,'15-16,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,5/9/2015,Chennai,PIPES,TAPI,AP ISI,200,1.460072,1.6136
3,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,5/9/2015,Chennai,PIPES,TAPI,AP ISI,200,1.590883,1.6136
3,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,7/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.795442,0.8068
3,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,7/9/2015,Chennai,PIPES,TAPI,AP ISI,50,0.36689,0.4034
3,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,7/9/2015,Chennai,PIPES,TAPI,AP ISI,10,0.073003,0.08068
3,'15-16,CID0529,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,8/9/2015,Kolhapur,PIPES,TAPI,AP ISI,300,2.15069,2.4204
3,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,8/9/2015,Chennai,PIPES,TAPI,AP ISI,200,1.590883,1.6136
3,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,10/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.708135,0.8068
3,'15-16,CID1238,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,10/9/2015,Chennai,PIPES,TAPI,AP ISI,15,0.113304,0.12102
3,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,10/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.795442,0.8068
3,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,11/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.795442,0.8068
3,'15-16,CID1388,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,11/9/2015,Chennai,PIPES,TAPI,AP ISI,70,0.511025,0.56476
3,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,12/9/2015,Chennai,PIPES,TAPI,AP ISI,100,0.795442,0.8068
3,'15-16,CID0690,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,14-09-2015,Chennai,PIPES,TAPI,AP ISI,110,0.830898,0.88748
3,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,14-09-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795442,0.8068
3,'15-16,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,14-09-2015,Chennai,PIPES,TAPI,AP ISI,150,1.10067,1.2102
3,'15-16,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,15-09-2015,Hubli,PIPES,TAPI,AP ISI,350,2.606314,2.8238
3,'15-16,CID0101,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,16-09-2015,Chennai,PIPES,TAPI,AP ISI,100,0.779766,0.8068
3,'15-16,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,16-09-2015,Chennai,PIPES,TAPI,AP ISI,50,0.354067,0.4034
3,'15-16,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,16-09-2015,Chennai,PIPES,TAPI,AP ISI,100,0.795442,0.8068
3,'15-16,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,18-09-2015,Chennai,PIPES,TAPI,AP ISI,150,1.029299,1.2102
3,'15-16,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,15-Sep,Sep,18-09-2015,Chennai,PIPES,TAPI,AP ISI,200,1.590883,1.6136
