Period,fin_year,Sell-to Customer Code,ItemNo,Description,Month,MM-YY,Month_Name,Posting Date,Location Name,Item Class,Target Group,Marketing_Terminology,Quantity,AmountLc,ItemTn
15,'16-17,CID1238,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,14-09-2016,Chennai,PIPES,TAPI,AP ISI,25,0.201901,0.2017
15,'16-17,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,15-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.390267,0.4034
15,'16-17,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,16-09-2016,Chennai,PIPES,TAPI,AP ISI,350,2.827806,2.8238
15,'16-17,CID1098,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,16-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.784531,0.8068
15,'16-17,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,17-09-2016,Chennai,PIPES,TAPI,AP ISI,300,2.423834,2.4204
15,'16-17,CID1260,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,17-09-2016,Chennai,PIPES,TAPI,AP ISI,25,0.204129,0.2017
15,'16-17,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,17-09-2016,Chennai,PIPES,TAPI,AP ISI,150,1.170803,1.2102
15,'16-17,CID0101,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,19-09-2016,Chennai,PIPES,TAPI,AP ISI,60,0.48991,0.48408
15,'16-17,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,19-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.758234,0.8068
15,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,20-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.615889,1.6136
15,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,20-09-2016,Trichy,PIPES,TAPI,AP ISI,30,0.238813,0.24204
15,'16-17,CID2545,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,20-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.561071,1.6136
15,'16-17,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,21-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.561071,1.6136
15,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,21-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.780535,0.8068
15,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,22-09-2016,Chennai,PIPES,TAPI,AP ISI,150,1.170803,1.2102
15,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,22-09-2016,Trichy,PIPES,TAPI,AP ISI,113,0.899529,0.911684
15,'16-17,CID1337,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,22-09-2016,Trichy,PIPES,TAPI,AP ISI,150,1.194066,1.2102
15,'16-17,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,22-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.379117,0.4034
15,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,22-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.807606,0.8068
15,'16-17,CID2204,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,23-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.351175,0.4034
15,'16-17,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,23-09-2016,Hubli,PIPES,TAPI,AP ISI,50,0.38049,0.4034
15,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,24-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.615889,1.6136
15,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,24-09-2016,Trichy,PIPES,TAPI,AP ISI,75,0.597033,0.6051
15,'16-17,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,24-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.758234,0.8068
15,'16-17,CID1271,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,24-09-2016,Hubli,PIPES,TAPI,AP ISI,50,0.36527,0.4034
15,'16-17,CID0101,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.816517,0.8068
15,'16-17,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.807944,0.8068
15,'16-17,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.379117,0.4034
15,'16-17,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Chennai,PIPES,TAPI,AP ISI,250,1.951339,2.017
15,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.390267,0.4034
15,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Chennai,PIPES,TAPI,AP ISI,400,3.122142,3.2272
15,'16-17,CID2528,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,26-09-2016,Trichy,PIPES,TAPI,AP ISI,20,0.164746,0.16136
15,'16-17,CID0206,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,27-09-2016,Chennai,PIPES,TAPI,AP ISI,30,0.244955,0.24204
15,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,27-09-2016,Chennai,PIPES,TAPI,AP ISI,150,1.170803,1.2102
15,'16-17,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,28-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.807944,0.8068
15,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,28-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.390267,0.4034
15,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,28-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.615889,1.6136
15,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,28-09-2016,Chennai,PIPES,TAPI,AP ISI,50,0.403803,0.4034
15,'16-17,CID1337,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,29-09-2016,Trichy,PIPES,TAPI,AP ISI,70,0.55723,0.56476
15,'16-17,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.615889,1.6136
15,'16-17,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Hubli,PIPES,TAPI,AP ISI,25,0.190245,0.2017
15,'16-17,CID1260,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Chennai,PIPES,TAPI,AP ISI,20,0.163303,0.16136
15,'16-17,CID1337,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Trichy,PIPES,TAPI,AP ISI,50,0.398022,0.4034
15,'16-17,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Chennai,PIPES,TAPI,AP ISI,200,1.561071,1.6136
15,'16-17,CID1282,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Hubli,PIPES,TAPI,AP ISI,400,3.043924,3.2272
15,'16-17,CID2655,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,6,16-Sep,Sep,30-09-2016,Chennai,PIPES,TAPI,AP ISI,100,0.780535,0.8068
16,'16-17,CID2655,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,4/10/2016,Chennai,PIPES,TAPI,AP ISI,100,0.780535,0.8068
16,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,5/10/2016,Chennai,PIPES,TAPI,AP ISI,75,0.600078,0.6051
16,'16-17,CID0690,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,6/10/2016,Chennai,PIPES,TAPI,AP ISI,100,0.811296,0.8068
16,'16-17,CID1099,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,6/10/2016,Chennai,PIPES,TAPI,AP ISI,50,0.413926,0.4034
16,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,6/10/2016,Chennai,PIPES,TAPI,AP ISI,50,0.413926,0.4034
16,'16-17,CID1129,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,6/10/2016,Hubli,PIPES,TAPI,AP ISI,200,1.461083,1.6136
16,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,7/10/2016,Chennai,PIPES,TAPI,AP ISI,75,0.600078,0.6051
16,'16-17,CID1351,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,7/10/2016,Chennai,PIPES,TAPI,AP ISI,2,0.016002,0.016136
16,'16-17,CID0222,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,8/10/2016,Chennai,PIPES,TAPI,AP ISI,100,0.8282,0.8068
16,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,8/10/2016,Trichy,PIPES,TAPI,AP ISI,50,0.408,0.4034
16,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,11/10/2016,Chennai,PIPES,TAPI,AP ISI,50,0.400052,0.4034
16,'16-17,CID0858,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,12/10/2016,Chennai,PIPES,TAPI,AP ISI,50,0.400052,0.4034
16,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,14-10-2016,Trichy,PIPES,TAPI,AP ISI,100,0.816001,0.8068
16,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,14-10-2016,Chennai,PIPES,TAPI,AP ISI,225,1.780665,1.8153
16,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,15-10-2016,Chennai,PIPES,TAPI,AP ISI,100,0.827853,0.8068
16,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,15-10-2016,Chennai,PIPES,TAPI,AP ISI,20,0.16002,0.16136
16,'16-17,CID0683,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,17-10-2016,Hubli,PIPES,TAPI,AP ISI,120,0.941419,0.96816
16,'16-17,CID0562,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,18-10-2016,Chennai,PIPES,TAPI,AP ISI,100,0.85329,0.8068
16,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,20-10-2016,Chennai,PIPES,TAPI,AP ISI,200,1.743579,1.6136
16,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,21-10-2016,Chennai,PIPES,TAPI,AP ISI,200,1.600208,1.6136
16,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,21-10-2016,Chennai,PIPES,TAPI,AP ISI,300,2.400312,2.4204
16,'16-17,CID1275,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,21-10-2016,Chennai,PIPES,TAPI,AP ISI,30,0.227346,0.24204
16,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,21-10-2016,Trichy,PIPES,TAPI,AP ISI,85,0.693601,0.68578
16,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,22-10-2016,Chennai,PIPES,TAPI,AP ISI,150,1.307684,1.2102
16,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,24-10-2016,Chennai,PIPES,TAPI,AP ISI,50,0.400052,0.4034
16,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,24-10-2016,Chennai,PIPES,TAPI,AP ISI,300,2.400312,2.4204
16,'16-17,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,24-10-2016,Hubli,PIPES,TAPI,AP ISI,100,0.780029,0.8068
16,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,24-10-2016,Chennai,PIPES,TAPI,AP ISI,200,1.743579,1.6136
16,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,25-10-2016,Chennai,PIPES,TAPI,AP ISI,170,1.482042,1.37156
16,'16-17,CID1249,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,25-10-2016,Chennai,PIPES,TAPI,AP ISI,200,1.600208,1.6136
16,'16-17,CID1337,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,25-10-2016,Trichy,PIPES,TAPI,AP ISI,200,1.632002,1.6136
16,'16-17,CID2204,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,27-10-2016,Chennai,PIPES,TAPI,AP ISI,50,0.370751,0.4034
16,'16-17,CID1129,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,27-10-2016,Hubli,PIPES,TAPI,AP ISI,78,0.626675,0.629304
16,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,7,16-Oct,Oct,31-10-2016,Trichy,PIPES,TAPI,AP ISI,150,1.232555,1.2102
17,'16-17,CID2204,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,2/11/2016,Chennai,PIPES,TAPI,AP ISI,150,1.112255,1.2102
17,'16-17,CID1252,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,4/11/2016,Chennai,PIPES,TAPI,AP ISI,60,0.458951,0.48408
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,4/11/2016,Chennai,PIPES,TAPI,AP ISI,30,0.261536,0.24204
17,'16-17,CID2545,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,5/11/2016,Chennai,PIPES,TAPI,AP ISI,150,1.236101,1.2102
17,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,8/11/2016,Chennai,PIPES,TAPI,AP ISI,100,0.824067,0.8068
17,'16-17,CID0251,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,9/11/2016,Hubli,PIPES,TAPI,AP ISI,100,0.803429,0.8068
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,9/11/2016,Chennai,PIPES,TAPI,AP ISI,120,1.07748,0.96816
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,10/11/2016,Chennai,PIPES,TAPI,AP ISI,315,2.795747,2.54142
17,'16-17,CID0243,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,10/11/2016,Kolhapur,PIPES,TAPI,AP ISI,50,0.396214,0.4034
17,'16-17,CID1275,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,11/11/2016,Chennai,PIPES,TAPI,AP ISI,50,0.390265,0.4034
17,'16-17,CID0690,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,12/11/2016,Chennai,PIPES,TAPI,AP ISI,50,0.417797,0.4034
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,12/11/2016,Chennai,PIPES,TAPI,AP ISI,100,0.8979,0.8068
17,'16-17,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,14-11-2016,Hubli,PIPES,TAPI,AP ISI,80,0.642743,0.64544
17,'16-17,CID1326,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,14-11-2016,Trichy,PIPES,TAPI,AP ISI,150,1.275302,1.2102
17,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,14-11-2016,Chennai,PIPES,TAPI,AP ISI,150,1.278971,1.2102
17,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,15-11-2016,Trichy,PIPES,TAPI,AP ISI,200,1.680881,1.6136
17,'16-17,CID1110,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,16-11-2016,Hubli,PIPES,TAPI,AP ISI,300,2.313877,2.4204
17,'16-17,CID0966,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,17-11-2016,Hubli,PIPES,TAPI,AP ISI,105,0.809857,0.84714
17,'16-17,CID1237,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,17-11-2016,Hubli,PIPES,TAPI,AP ISI,45,0.361543,0.36306
17,'16-17,CID0562,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,17-11-2016,Chennai,PIPES,TAPI,AP ISI,150,1.318269,1.2102
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,17-11-2016,Chennai,PIPES,TAPI,AP ISI,100,0.8979,0.8068
17,'16-17,CID1110,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,17-11-2016,Hubli,PIPES,TAPI,AP ISI,300,2.313877,2.4204
17,'16-17,CID0186,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,18-11-2016,Chennai,PIPES,TAPI,AP ISI,60,0.527307,0.48408
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,18-11-2016,Chennai,PIPES,TAPI,AP ISI,190,1.70601,1.53292
17,'16-17,CID2204,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,18-11-2016,Chennai,PIPES,TAPI,AP ISI,250,1.853759,2.017
17,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,19-11-2016,Trichy,PIPES,TAPI,AP ISI,150,1.260661,1.2102
17,'16-17,CID1238,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,23-11-2016,Chennai,PIPES,TAPI,AP ISI,25,0.213162,0.2017
17,'16-17,CID0549,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,23-11-2016,Chennai,PIPES,TAPI,AP ISI,40,0.36297,0.32272
17,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,24-11-2016,Chennai,PIPES,TAPI,AP ISI,150,1.236101,1.2102
17,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,24-11-2016,Trichy,PIPES,TAPI,AP ISI,105,0.882462,0.84714
17,'16-17,CID1260,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,24-11-2016,Chennai,PIPES,TAPI,AP ISI,50,0.453713,0.4034
17,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,25-11-2016,Trichy,PIPES,TAPI,AP ISI,25,0.21011,0.2017
17,'16-17,CID1129,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,26-11-2016,Hubli,PIPES,TAPI,AP ISI,280,2.159618,2.25904
17,'16-17,CID1249,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,26-11-2016,Chennai,PIPES,TAPI,AP ISI,150,1.236101,1.2102
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,28-11-2016,Chennai,PIPES,TAPI,AP ISI,130,1.16727,1.04884
17,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,29-11-2016,Chennai,PIPES,TAPI,AP ISI,125,1.122375,1.0085
17,'16-17,CID1204,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,29-11-2016,Kolhapur,PIPES,TAPI,AP ISI,150,1.188644,1.2102
17,'16-17,CID0856,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,8,16-Nov,Nov,30-11-2016,Chennai,PIPES,TAPI,AP ISI,100,0.800522,0.8068
18,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,1/12/2016,Chennai,PIPES,TAPI,AP ISI,70,0.596853,0.56476
18,'16-17,CID1260,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,1/12/2016,Chennai,PIPES,TAPI,AP ISI,25,0.226856,0.2017
18,'16-17,CID0177,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,2/12/2016,Kolhapur,PIPES,TAPI,AP ISI,30,0.22732,0.24204
18,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,5/12/2016,Chennai,PIPES,TAPI,AP ISI,130,1.071287,1.04884
18,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,7/12/2016,Chennai,PIPES,TAPI,AP ISI,400,3.296269,3.2272
18,'16-17,CID0186,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,7/12/2016,Chennai,PIPES,TAPI,AP ISI,80,0.703077,0.64544
18,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,7/12/2016,Trichy,PIPES,TAPI,AP ISI,100,0.84044,0.8068
18,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,8/12/2016,Chennai,PIPES,TAPI,AP ISI,85,0.763215,0.68578
18,'16-17,CID2204,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,8/12/2016,Chennai,PIPES,TAPI,AP ISI,450,3.336766,3.6306
18,'16-17,CID0868,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,9/12/2016,Chennai,PIPES,TAPI,AP ISI,200,1.7958,1.6136
18,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,9/12/2016,Trichy,PIPES,TAPI,AP ISI,270,2.26919,2.17836
18,'16-17,CID1129,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,12/12/2016,Hubli,PIPES,TAPI,AP ISI,110,0.883772,0.88748
18,'16-17,CID1171,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,14-12-2016,Hubli,PIPES,TAPI,AP ISI,150,1.205144,1.2102
18,'16-17,CID0220,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,17-12-2016,Kolhapur,PIPES,TAPI,AP ISI,50,0.396214,0.4034
18,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,17-12-2016,Trichy,PIPES,TAPI,AP ISI,20,0.173934,0.16136
18,'16-17,CID1363,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,17-12-2016,Trichy,PIPES,TAPI,AP ISI,300,2.521322,2.4204
18,'16-17,CID0074,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,20-12-2016,Trichy,PIPES,TAPI,AP ISI,15,0.126066,0.12102
18,'16-17,CID2545,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,20-12-2016,Chennai,PIPES,TAPI,AP ISI,100,0.824067,0.8068
18,'16-17,CID0437,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,21-12-2016,Chennai,PIPES,TAPI,AP ISI,50,0.412033,0.4034
18,'16-17,CID0462,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,21-12-2016,Chennai,PIPES,TAPI,AP ISI,300,2.472202,2.4204
18,'16-17,CID1063,IC201994,Agri Pipe 4 Kgs/Cm² 6 Mtr  110mm,9,16-Dec,Dec,21-12-2016,Chennai,PIPES,TAPI,AP ISI,100,0.852647,0.8068
